Start Date Month,Start Date Dayofweek,Start Date is weekend,Start Date quarter,lag_1_sessions,lag_7_sessions,rolling_7_mean,rolling_7_std
8,3,0,3,3.0,6.0,2.857142857142857,1.4638501094227687
8,3,0,3,3.0,1.0,2.142857142857143,1.0690449676496974
8,4,0,3,2.0,3.0,2.2857142857142856,0.9511897312113418
8,4,0,3,1.0,3.0,2.142857142857143,0.6900655593422663
8,5,1,3,1.0,2.0,1.8571428571428572,0.6900655593422574
8,5,1,3,3.0,1.0,2.2857142857142856,0.9511897312113418
8,6,1,3,1.0,2.0,1.7142857142857142,0.755928946018362
8,6,1,3,3.0,3.0,2.5714285714285716,0.786795792469443
8,0,0,3,2.0,2.0,1.7142857142857142,0.755928946018362
8,0,0,3,3.0,1.0,2.5714285714285716,0.786795792469443
8,1,0,3,3.0,2.0,1.8571428571428572,0.8997354108423631
8,1,0,3,2.0,3.0,2.7142857142857144,0.48795003647426627
8,2,0,3,3.0,3.0,2.7142857142857144,0.48795003647426627
8,2,0,3,1.0,3.0,1.7142857142857142,0.9511897312112685
9,3,0,3,5.0,2.0,3.0,0.9999999999999997
9,3,0,3,5.0,1.0,2.0,1.5275252316519048
9,4,0,3,1.0,3.0,2.857142857142857,1.2149857925879115
9,4,0,3,3.0,1.0,2.2857142857142856,1.4960264830861527
9,5,1,3,2.0,3.0,2.7142857142857144,1.2535663410560172
9,5,1,3,3.0,1.0,2.5714285714285716,1.3972762620115067
9,6,1,3,2.0,3.0,2.5714285714285716,1.2724180205607034
9,6,1,3,2.0,2.0,2.7142857142857144,1.2535663410559785
9,0,0,3,2.0,3.0,2.7142857142857144,1.2535663410559785
9,0,0,3,2.0,2.0,2.4285714285714284,1.2724180205607034
9,1,0,3,2.0,1.0,2.5714285714285716,1.2724180205606628
9,1,0,3,1.0,3.0,2.2857142857142856,1.3801311186847083
9,2,0,3,4.0,5.0,2.4285714285714284,1.5118578920369088
9,2,0,3,3.0,5.0,2.857142857142857,1.0690449676496545
9,3,0,3,2.0,3.0,2.4285714285714284,0.534522483824746
9,5,1,3,3.0,1.0,2.142857142857143,1.0690449676496974
